"ik","stem","category","exponent","index","v_form","v_base","v_suffix","v_freq","nv_form","nv_base","nv_suffix","nv_freq","dupl","ikfreq","stemfreq","odds","log_odds","form_freq","log_form_freq","log_ikfreq","log_stemfreq","outlier_form","outlier_stem","diff_freq","log_diff_freq","n_q_types","cluster","C1","C2","homorganic","C1son","C2son","sonority","syl_count","compound","free.stem","intransitive","gloss_stem","phon_stem","cvc_weight_nak_nof","cvc_weight_anak_nof","c.sonority","c.log_ikfreq","c.log_stemfreq","cvc_freq","cc_freq","transitive","cvc_weight_nak","pred","stem_nv_freq","stem_v_freq","stem_odds","log_stem_odds"
"feslik","fes","Q","[nA]","fes [nA]","feselne","fesel","nA",0,"feslene","fesl","AnA",1,FALSE,18,205,0.5,-0.693147180559945,1,0.693147180559945,2.89037175789616,5.32300997913841,FALSE,FALSE,187,5.23110861685459,7,"sl","s","l","FALSE",6,3,-3,"1","0","0",1,"peel","fɛʃlik",0.972108003892406,0.948229211552696,1.46153846153846,3.15815619431659,2.90394876538839,0,1,"FALSE",0.972108003892406,0.173861678921702,19,3,0.2,-1.6094379124341
"fogzik","fog","Q","[ni]","fog [ni]","fogazni","fogaz","ni",2,"fogzani","fogz","Ani",2,FALSE,21,158,1,0,4,1.6094379124341,3.04452243772342,5.06259503302697,FALSE,FALSE,137,4.91998092582813,4,"gz","g","z","FALSE",7,5,-2,"1","0","1",1,"tooth","fogzik",0.997808514452812,0.992244860989468,0.461538461538461,3.00400551448933,3.16436371149983,2,2,"FALSE",0.997808514452812,0.778951984584024,3,6,1.75,0.559615787935423
"fogzik","fog","Q","[nA]","fog [nA]","fogazna","fogaz","nA",0,"fogzana","fogz","AnA",0,FALSE,21,158,1,0,0,0,3.04452243772342,5.06259503302697,FALSE,FALSE,137,4.91998092582813,4,"gz","g","z","FALSE",7,5,-2,"1","0","1",1,"tooth","fogzik",0.997808514452812,0.992244860989468,0.461538461538461,3.00400551448933,3.16436371149983,0,0,"FALSE",0.997808514452812,0.739583354480514,3,6,1.75,0.559615787935423
"fogzik","fog","Q","[tOk]","fog [tOk]","fogaztok","fogaz","tOk",0,"fogzotok","fogz","OtOk",0,FALSE,21,158,1,0,0,0,3.04452243772342,5.06259503302697,FALSE,FALSE,137,4.91998092582813,4,"gz","g","z","FALSE",7,5,-2,"1","0","1",1,"tooth","fogzik",0.997808514452812,0.992244860989468,0.461538461538461,3.00400551448933,3.16436371149983,0,0,"FALSE",0.997808514452812,0.971334189404435,3,6,1.75,0.559615787935423
"fogzik","fog","Q","[tAk]","fog [tAk]","fogaztak","fogaz","tAk",0,"fogzottak","fogz","OttAk",0,FALSE,21,158,1,0,0,0,3.04452243772342,5.06259503302697,FALSE,FALSE,137,4.91998092582813,4,"gz","g","z","FALSE",7,5,-2,"1","0","1",1,"tooth","fogzik",0.997808514452812,0.992244860989468,0.461538461538461,3.00400551448933,3.16436371149983,0,0,"FALSE",0.997808514452812,0.674500527455548,3,6,1.75,0.559615787935423
"fogzik","fog","Q","[nAk]","fog [nAk]","fogaznak","fogaz","nAk",4,"fogzanak","fogz","AnAk",1,FALSE,21,158,2.5,0.916290731874155,5,1.79175946922805,3.04452243772342,5.06259503302697,FALSE,FALSE,137,4.91998092582813,4,"gz","g","z","FALSE",7,5,-2,"1","0","1",1,"tooth","fogzik",0.997808514452812,0.992244860989468,0.461538461538461,3.00400551448933,3.16436371149983,4,1,"FALSE",0.997808514452812,0.460998273548334,3,6,1.75,0.559615787935423
"fuldoklik","fuldok","Q","[nAk]","fuldok [nAk]","fuldokolnak","fuldokol","nAk",49,"fuldoklanak","fuldokl","AnAk",4,FALSE,276,2060,10,2.30258509299405,53,3.98898404656427,5.62040086571715,7.63046126178363,FALSE,FALSE,1784,7.48661331313996,8,"kl","k","l","FALSE",8,3,-5,"2","0","1",1,"choke","fuldoklik",0.99987029461911,0.887625053388612,3.46153846153846,0.428127086495596,0.596497482743167,49,4,"FALSE",0.99987029461911,0.809839121544381,21,220,10.0454545454545,2.30712024815944
"fuldoklik","fuldok","Q","[nA]","fuldok [nA]","fuldokolna","fuldokol","nA",13,"fuldoklana","fuldokl","AnA",5,FALSE,276,2060,2.33333333333333,0.847297860387204,18,2.94443897916644,5.62040086571715,7.63046126178363,FALSE,FALSE,1784,7.48661331313996,8,"kl","k","l","FALSE",8,3,-5,"2","0","1",1,"choke","fuldoklik",0.99987029461911,0.887625053388612,3.46153846153846,0.428127086495596,0.596497482743167,13,5,"FALSE",0.99987029461911,0.933955115877986,21,220,10.0454545454545,2.30712024815944
"fuldoklik","fuldok","Q","[ni]","fuldok [ni]","fuldokolni","fuldokol","ni",130,"fuldoklani","fuldokl","Ani",11,FALSE,276,2060,10.9166666666667,2.39029067341315,141,4.95582705760126,5.62040086571715,7.63046126178363,FALSE,FALSE,1784,7.48661331313996,8,"kl","k","l","FALSE",8,3,-5,"2","0","1",1,"choke","fuldoklik",0.99987029461911,0.887625053388612,3.46153846153846,0.428127086495596,0.596497482743167,130,11,"FALSE",0.99987029461911,0.946081706090228,21,220,10.0454545454545,2.30712024815944
"fuldoklik","fuldok","Q","[tAk]","fuldok [tAk]","fuldokoltak","fuldokol","tAk",28,"fuldoklottak","fuldokl","OttAk",1,FALSE,276,2060,14.5,2.67414864942653,29,3.40119738166216,5.62040086571715,7.63046126178363,FALSE,FALSE,1784,7.48661331313996,8,"kl","k","l","FALSE",8,3,-5,"2","0","1",1,"choke","fuldoklik",0.99987029461911,0.887625053388612,3.46153846153846,0.428127086495596,0.596497482743167,28,1,"FALSE",0.99987029461911,0.911646078758301,21,220,10.0454545454545,2.30712024815944
"fuldoklik","fuldok","Q","[tOk]","fuldok [tOk]","fuldokoltok","fuldokol","tOk",0,"fuldoklotok","fuldokl","OtOk",0,FALSE,276,2060,1,0,0,0,5.62040086571715,7.63046126178363,FALSE,FALSE,1784,7.48661331313996,8,"kl","k","l","FALSE",8,3,-5,"2","0","1",1,"choke","fuldoklik",0.99987029461911,0.887625053388612,3.46153846153846,0.428127086495596,0.596497482743167,0,0,"FALSE",0.99987029461911,0.994108027688004,21,220,10.0454545454545,2.30712024815944
"hajlik","haj","Q","[tOk]","haj [tOk]","hajoltok","hajol","tOk",3,"hajlotok","hajl","OtOk",3,FALSE,2439,12133,1,0,6,1.94591014905531,7.79934339821592,9.40368429205187,FALSE,FALSE,9694,9.17926241640532,10,"jl","j","l","TRUE",1,3,2,"1","0","0",1,"bend","hɒjlik",0.593253574398602,0.589685662367869,-3.53846153846154,-1.75081544600317,-1.17672554752507,3,3,"FALSE",0.593253574398602,0.934876346601856,1363,919,0.674486803519062,-0.393803168360321
"hajlik","haj","Q","[nA]","haj [nA]","hajolna","hajol","nA",48,"hajlana","hajl","AnA",91,FALSE,2439,12133,0.532608695652174,-0.629968278938414,139,4.9416424226093,7.79934339821592,9.40368429205187,FALSE,FALSE,9694,9.17926241640532,10,"jl","j","l","TRUE",1,3,2,"1","0","0",1,"bend","hɒjlik",0.593253574398602,0.589685662367869,-3.53846153846154,-1.75081544600317,-1.17672554752507,48,91,"FALSE",0.593253574398602,0.546109908849503,1363,919,0.674486803519062,-0.393803168360321
"hajlik","haj","Q","[ni]","haj [ni]","hajolni","hajol","ni",400,"hajlani","hajl","Ani",121,FALSE,2439,12133,3.28688524590164,1.18994038257331,521,6.25766758788264,7.79934339821592,9.40368429205187,FALSE,FALSE,9694,9.17926241640532,10,"jl","j","l","TRUE",1,3,2,"1","0","0",1,"bend","hɒjlik",0.593253574398602,0.589685662367869,-3.53846153846154,-1.75081544600317,-1.17672554752507,400,121,"FALSE",0.593253574398602,0.598863152521752,1363,919,0.674486803519062,-0.393803168360321
"hajlik","haj","Q","[tAk]","haj [tAk]","hajoltak","hajol","tAk",240,"hajlottak","hajl","OttAk",232,FALSE,2439,12133,1.0343347639485,0.0337584799249545,472,6.15909538849193,7.79934339821592,9.40368429205187,FALSE,FALSE,9694,9.17926241640532,10,"jl","j","l","TRUE",1,3,2,"1","0","0",1,"bend","hɒjlik",0.593253574398602,0.589685662367869,-3.53846153846154,-1.75081544600317,-1.17672554752507,240,232,"FALSE",0.593253574398602,0.467489090881127,1363,919,0.674486803519062,-0.393803168360321
"hajlik","haj","Q","[nAk]","haj [nAk]","hajolnak","hajol","nAk",228,"hajlanak","hajl","AnAk",916,FALSE,2439,12133,0.249727371864776,-1.38738546870223,1144,7.04315991598834,7.79934339821592,9.40368429205187,FALSE,FALSE,9694,9.17926241640532,10,"jl","j","l","TRUE",1,3,2,"1","0","0",1,"bend","hɒjlik",0.593253574398602,0.589685662367869,-3.53846153846154,-1.75081544600317,-1.17672554752507,228,916,"FALSE",0.593253574398602,0.265970569344266,1363,919,0.674486803519062,-0.393803168360321
"haldoklik","haldok","Q","[nAk]","haldok [nAk]","haldokolnak","haldokol","nAk",72,"haldoklanak","haldokl","AnAk",11,FALSE,821,3963,6.08333333333333,1.80555279136039,83,4.43081679884331,6.71052310945243,8.28475659319044,FALSE,FALSE,3142,8.05261481881557,9,"kl","k","l","FALSE",8,3,-5,"2","0","1",1,"die","hɒldoklik",0.99995771606022,0.953963320878562,3.46153846153846,-0.661995157239684,-0.0577978486636432,72,11,"FALSE",0.99995771606022,0.837323579404361,18,161,8.52631578947368,2.14315735606594
"haldoklik","haldok","Q","[ni]","haldok [ni]","haldokolni","haldokol","ni",58,"haldoklani","haldokl","Ani",4,FALSE,821,3963,11.8,2.46809953147162,62,4.14313472639153,6.71052310945243,8.28475659319044,FALSE,FALSE,3142,8.05261481881557,9,"kl","k","l","FALSE",8,3,-5,"2","0","1",1,"die","hɒldoklik",0.99995771606022,0.953963320878562,3.46153846153846,-0.661995157239684,-0.0577978486636432,58,4,"FALSE",0.99995771606022,0.954969589773328,18,161,8.52631578947368,2.14315735606594
"haldoklik","haldok","Q","[nA]","haldok [nA]","haldokolna","haldokol","nA",10,"haldoklana","haldokl","AnA",1,FALSE,821,3963,5.5,1.70474809223843,11,2.484906649788,6.71052310945243,8.28475659319044,FALSE,FALSE,3142,8.05261481881557,9,"kl","k","l","FALSE",8,3,-5,"2","0","1",1,"die","hɒldoklik",0.99995771606022,0.953963320878562,3.46153846153846,-0.661995157239684,-0.0577978486636432,10,1,"FALSE",0.99995771606022,0.944725156493897,18,161,8.52631578947368,2.14315735606594
"haldoklik","haldok","Q","[tAk]","haldok [tAk]","haldokoltak","haldokol","tAk",19,"haldoklottak","haldokl","OttAk",2,FALSE,821,3963,6.66666666666667,1.89711998488588,21,3.09104245335832,6.71052310945243,8.28475659319044,FALSE,FALSE,3142,8.05261481881557,9,"kl","k","l","FALSE",8,3,-5,"2","0","1",1,"die","hɒldoklik",0.99995771606022,0.953963320878562,3.46153846153846,-0.661995157239684,-0.0577978486636432,19,2,"FALSE",0.99995771606022,0.925764925692121,18,161,8.52631578947368,2.14315735606594
"haldoklik","haldok","Q","[tOk]","haldok [tOk]","haldokoltok","haldokol","tOk",2,"haldoklotok","haldokl","OtOk",0,FALSE,821,3963,3,1.09861228866811,2,1.09861228866811,6.71052310945243,8.28475659319044,FALSE,FALSE,3142,8.05261481881557,9,"kl","k","l","FALSE",8,3,-5,"2","0","1",1,"die","hɒldoklik",0.99995771606022,0.953963320878562,3.46153846153846,-0.661995157239684,-0.0577978486636432,2,0,"FALSE",0.99995771606022,0.995120093772879,18,161,8.52631578947368,2.14315735606594
"hangzik","hang","Q","[ni]","hang [ni]","hangozni","hangoz","ni",31,"hangzani","hangz","Ani",174,FALSE,17253,156026,0.182857142857143,-1.69905007112379,205,5.32787616878958,9.75574132038186,11.957777939011,FALSE,FALSE,138773,11.8405947836368,8,"gz","g","z","FALSE",7,5,-2,"1","0","1",1,"sound","hɒngzik",0.999005272988438,0.984913019039308,0.461538461538461,-3.70721336816911,-3.7308191944842,31,174,"FALSE",0.999005272988438,0.149708441583196,5550,474,0.0855701675373807,-2.45841856665552
"hangzik","hang","Q","[tOk]","hang [tOk]","hangoztok","hangoz","tOk",0,"hangzotok","hangz","OtOk",0,FALSE,17253,156026,1,0,0,0,9.75574132038186,11.957777939011,FALSE,FALSE,138773,11.8405947836368,8,"gz","g","z","FALSE",7,5,-2,"1","0","1",1,"sound","hɒngzik",0.999005272988438,0.984913019039308,0.461538461538461,-3.70721336816911,-3.7308191944842,0,0,"FALSE",0.999005272988438,0.628667905629993,5550,474,0.0855701675373807,-2.45841856665552
"hangzik","hang","Q","[nA]","hang [nA]","hangozna","hangoz","nA",84,"hangzana","hangz","AnA",333,FALSE,17253,156026,0.254491017964072,-1.36848973648638,417,6.03548143252476,9.75574132038186,11.957777939011,FALSE,FALSE,138773,11.8405947836368,8,"gz","g","z","FALSE",7,5,-2,"1","0","1",1,"sound","hɒngzik",0.999005272988438,0.984913019039308,0.461538461538461,-3.70721336816911,-3.7308191944842,84,333,"FALSE",0.999005272988438,0.124264154280402,5550,474,0.0855701675373807,-2.45841856665552
"hangzik","hang","Q","[tAk]","hang [tAk]","hangoztak","hangoz","tAk",201,"hangzottak","hangz","OttAk",3019,FALSE,17253,156026,0.066887417218543,-2.70474441296771,3220,8.0774471493312,9.75574132038186,11.957777939011,FALSE,FALSE,138773,11.8405947836368,8,"gz","g","z","FALSE",7,5,-2,"1","0","1",1,"sound","hɒngzik",0.999005272988438,0.984913019039308,0.461538461538461,-3.70721336816911,-3.7308191944842,201,3019,"FALSE",0.999005272988438,0.093821057638332,5550,474,0.0855701675373807,-2.45841856665552
"hangzik","hang","Q","[nAk]","hang [nAk]","hangoznak","hangoz","nAk",158,"hangzanak","hangz","AnAk",2024,FALSE,17253,156026,0.0785185185185185,-2.54442077732041,2182,7.68845535654994,9.75574132038186,11.957777939011,FALSE,FALSE,138773,11.8405947836368,8,"gz","g","z","FALSE",7,5,-2,"1","0","1",1,"sound","hɒngzik",0.999005272988438,0.984913019039308,0.461538461538461,-3.70721336816911,-3.7308191944842,158,2024,"FALSE",0.999005272988438,0.0409817381338232,5550,474,0.0855701675373807,-2.45841856665552
"hiányzik","hiány","Q","[ni]","hiány [ni]","hiányozni","hiányoz","ni",1903,"hiányzani","hiányz","Ani",5,FALSE,29456,65037,317.333333333333,5.75995274612326,1908,7.55433482372575,10.2906529034729,11.0827116176966,FALSE,TRUE,35581,10.4795670665022,9,"nyz","ny","z","FALSE",4,5,1,"2","0","1",1,"be missing","hiaːɲzik",0.992201575856895,0.963278783797355,-2.53846153846154,-4.24212495126015,-2.8557528731698,1903,5,"FALSE",0.992201575856895,0.990191674732692,346,11538,33.2536023054755,3.50416310124781
"hiányzik","hiány","Q","[nA]","hiány [nA]","hiányozna","hiányoz","nA",676,"hiányzana","hiányz","AnA",14,FALSE,29456,65037,45.1333333333333,3.80962107181006,690,6.53813982376767,10.2906529034729,11.0827116176966,FALSE,TRUE,35581,10.4795670665022,9,"nyz","ny","z","FALSE",4,5,1,"2","0","1",1,"be missing","hiaːɲzik",0.992201575856895,0.963278783797355,-2.53846153846154,-4.24212495126015,-2.8557528731698,676,14,"FALSE",0.992201575856895,0.987858398748222,346,11538,33.2536023054755,3.50416310124781
"hiányzik","hiány","Q","[tOk]","hiány [tOk]","hiányoztok","hiányoz","tOk",36,"hiányzotok","hiányz","OtOk",0,FALSE,29456,65037,37,3.61091791264422,36,3.61091791264422,10.2906529034729,11.0827116176966,FALSE,TRUE,35581,10.4795670665022,9,"nyz","ny","z","FALSE",4,5,1,"2","0","1",1,"be missing","hiaːɲzik",0.992201575856895,0.963278783797355,-2.53846153846154,-4.24212495126015,-2.8557528731698,36,0,"FALSE",0.992201575856895,0.998970922563845,346,11538,33.2536023054755,3.50416310124781
"hiányzik","hiány","Q","[nAk]","hiány [nAk]","hiányoznak","hiányoz","nAk",7012,"hiányzanak","hiányz","AnAk",326,FALSE,29456,65037,21.4464831804281,3.06556067763966,7338,8.90095787254506,10.2906529034729,11.0827116176966,FALSE,TRUE,35581,10.4795670665022,9,"nyz","ny","z","FALSE",4,5,1,"2","0","1",1,"be missing","hiaːɲzik",0.992201575856895,0.963278783797355,-2.53846153846154,-4.24212495126015,-2.8557528731698,7012,326,"FALSE",0.992201575856895,0.960788078888215,346,11538,33.2536023054755,3.50416310124781
"hiányzik","hiány","Q","[tAk]","hiány [tAk]","hiányoztak","hiányoz","tAk",1911,"hiányzottak","hiányz","OttAk",1,FALSE,29456,65037,956,6.8627579130514,1912,7.55642796944025,10.2906529034729,11.0827116176966,TRUE,TRUE,35581,10.4795670665022,9,"nyz","ny","z","FALSE",4,5,1,"2","0","1",1,"be missing","hiaːɲzik",0.992201575856895,0.963278783797355,-2.53846153846154,-4.24212495126015,-2.8557528731698,1911,1,"FALSE",0.992201575856895,0.983434179514992,346,11538,33.2536023054755,3.50416310124781
"hullámzik","hullám","Q","[tAk]","hullám [tAk]","hullámoztak","hullámoz","tAk",59,"hullámzottak","hullámz","OttAk",32,FALSE,722,24603,1.81818181818182,0.59783700075562,91,4.52178857704904,6.58202513889283,10.1106236657045,FALSE,FALSE,23881,10.0808384426767,8,"mz","m","z","FALSE",4,5,1,"2","0","1",1,"wave","hullaːmzik",0.982006039160303,0.810881196937399,-2.53846153846154,-0.533497186680084,-1.8836649211777,59,32,"FALSE",0.982006039160303,0.373222402728292,218,126,0.579908675799087,-0.54488464335791
"hullámzik","hullám","Q","[nAk]","hullám [nAk]","hullámoznak","hullámoz","nAk",24,"hullámzanak","hullámz","AnAk",87,FALSE,722,24603,0.284090909090909,-1.25846098961001,111,4.71849887129509,6.58202513889283,10.1106236657045,FALSE,FALSE,23881,10.0808384426767,8,"mz","m","z","FALSE",4,5,1,"2","0","1",1,"wave","hullaːmzik",0.982006039160303,0.810881196937399,-2.53846153846154,-0.533497186680084,-1.8836649211777,24,87,"FALSE",0.982006039160303,0.19728452224616,218,126,0.579908675799087,-0.54488464335791
"hullámzik","hullám","Q","[nA]","hullám [nA]","hullámozna","hullámoz","nA",2,"hullámzana","hullámz","AnA",15,FALSE,722,24603,0.1875,-1.67397643357167,17,2.89037175789616,6.58202513889283,10.1106236657045,FALSE,FALSE,23881,10.0808384426767,8,"mz","m","z","FALSE",4,5,1,"2","0","1",1,"wave","hullaːmzik",0.982006039160303,0.810881196937399,-2.53846153846154,-0.533497186680084,-1.8836649211777,2,15,"FALSE",0.982006039160303,0.449367958259233,218,126,0.579908675799087,-0.54488464335791
"hullámzik","hullám","Q","[tOk]","hullám [tOk]","hullámoztok","hullámoz","tOk",0,"hullámzotok","hullámz","OtOk",0,FALSE,722,24603,1,0,0,0,6.58202513889283,10.1106236657045,FALSE,FALSE,23881,10.0808384426767,8,"mz","m","z","FALSE",4,5,1,"2","0","1",1,"wave","hullaːmzik",0.982006039160303,0.810881196937399,-2.53846153846154,-0.533497186680084,-1.8836649211777,0,0,"FALSE",0.982006039160303,0.90686440903209,218,126,0.579908675799087,-0.54488464335791
"hullámzik","hullám","Q","[ni]","hullám [ni]","hullámozni","hullámoz","ni",41,"hullámzani","hullámz","Ani",84,FALSE,722,24603,0.494117647058824,-0.704981638206948,125,4.83628190695148,6.58202513889283,10.1106236657045,FALSE,FALSE,23881,10.0808384426767,8,"mz","m","z","FALSE",4,5,1,"2","0","1",1,"wave","hullaːmzik",0.982006039160303,0.810881196937399,-2.53846153846154,-0.533497186680084,-1.8836649211777,41,84,"FALSE",0.982006039160303,0.503135102798335,218,126,0.579908675799087,-0.54488464335791
"kiviláglik","kivilág","Q","[nAk]","kivilág [nAk]","kivilágolnak","kivilágol","nAk",1,"kiviláglanak","kivilágl","AnAk",12,FALSE,728,960,0.153846153846154,-1.87180217690159,13,2.63905732961526,6.59030104819669,6.86693328446188,FALSE,FALSE,232,5.44673737166631,5,"gl","g","l","FALSE",7,3,-4,"3","1","1",1,"light up","kivilaːglik",0.967778448310381,0.964184485924919,2.46153846153846,-0.541773095983944,1.36002546006492,1,12,"FALSE",0.967778448310381,0.0514649296023184,20,2,0.142857142857143,-1.94591014905531
"kiviláglik","kivilág","Q","[tOk]","kivilág [tOk]","kivilágoltok","kivilágol","tOk",0,"kiviláglotok","kivilágl","OtOk",0,FALSE,728,960,1,0,0,0,6.59030104819669,6.86693328446188,FALSE,FALSE,232,5.44673737166631,5,"gl","g","l","FALSE",7,3,-4,"3","1","1",1,"light up","kivilaːglik",0.967778448310381,0.964184485924919,2.46153846153846,-0.541773095983944,1.36002546006492,0,0,"FALSE",0.967778448310381,0.682497190844364,20,2,0.142857142857143,-1.94591014905531
"kiviláglik","kivilág","Q","[ni]","kivilág [ni]","kivilágolni","kivilágol","ni",0,"kiviláglani","kivilágl","Ani",0,FALSE,728,960,1,0,0,0,6.59030104819669,6.86693328446188,FALSE,FALSE,232,5.44673737166631,5,"gl","g","l","FALSE",7,3,-4,"3","1","1",1,"light up","kivilaːglik",0.967778448310381,0.964184485924919,2.46153846153846,-0.541773095983944,1.36002546006492,0,0,"FALSE",0.967778448310381,0.182705455559844,20,2,0.142857142857143,-1.94591014905531
"kiviláglik","kivilág","Q","[tAk]","kivilág [tAk]","kivilágoltak","kivilágol","tAk",1,"kiviláglottak","kivilágl","OttAk",1,FALSE,728,960,1,0,2,1.09861228866811,6.59030104819669,6.86693328446188,FALSE,FALSE,232,5.44673737166631,5,"gl","g","l","FALSE",7,3,-4,"3","1","1",1,"light up","kivilaːglik",0.967778448310381,0.964184485924919,2.46153846153846,-0.541773095983944,1.36002546006492,1,1,"FALSE",0.967778448310381,0.116183145777043,20,2,0.142857142857143,-1.94591014905531
"kiviláglik","kivilág","Q","[nA]","kivilág [nA]","kivilágolna","kivilágol","nA",0,"kiviláglana","kivilágl","AnA",7,FALSE,728,960,0.125,-2.07944154167984,7,2.07944154167984,6.59030104819669,6.86693328446188,FALSE,FALSE,232,5.44673737166631,5,"gl","g","l","FALSE",7,3,-4,"3","1","1",1,"light up","kivilaːglik",0.967778448310381,0.964184485924919,2.46153846153846,-0.541773095983944,1.36002546006492,0,7,"FALSE",0.967778448310381,0.152659906384241,20,2,0.142857142857143,-1.94591014905531
"ködlik","köd","Q","[tOk]","köd [tOk]","ködöltök","ködöl","tOk",0,"ködlötök","ködl","OtOk",0,FALSE,25,129,1,0,0,0,3.2188758248682,4.85981240436167,FALSE,FALSE,104,4.64439089914137,4,"dl","d","l","TRUE",7,3,-4,"1","0","1",1,"fog","kødlik",0.823088115146955,0.950238769412107,2.46153846153846,2.82965212734455,3.36714634016513,0,0,"FALSE",0.823088115146955,0.541116971365285,16,1,0.117647058823529,-2.14006616349627
"ködlik","köd","Q","[ni]","köd [ni]","ködölni","ködöl","ni",1,"ködleni","ködl","Ani",2,FALSE,25,129,0.666666666666667,-0.405465108108164,3,1.38629436111989,3.2188758248682,4.85981240436167,FALSE,FALSE,104,4.64439089914137,4,"dl","d","l","TRUE",7,3,-4,"1","0","1",1,"fog","kødlik",0.823088115146955,0.950238769412107,2.46153846153846,2.82965212734455,3.36714634016513,1,2,"FALSE",0.823088115146955,0.109237265156805,16,1,0.117647058823529,-2.14006616349627
"ködlik","köd","Q","[nAk]","köd [nAk]","ködölnek","ködöl","nAk",0,"ködlenek","ködl","AnAk",10,FALSE,25,129,0.0909090909090909,-2.39789527279837,10,2.39789527279837,3.2188758248682,4.85981240436167,FALSE,FALSE,104,4.64439089914137,4,"dl","d","l","TRUE",7,3,-4,"1","0","1",1,"fog","kødlik",0.823088115146955,0.950238769412107,2.46153846153846,2.82965212734455,3.36714634016513,0,10,"FALSE",0.823088115146955,0.0289038752691217,16,1,0.117647058823529,-2.14006616349627
"ködlik","köd","Q","[nA]","köd [nA]","ködölne","ködöl","nA",0,"ködlene","ködl","AnA",0,FALSE,25,129,1,0,0,0,3.2188758248682,4.85981240436167,FALSE,FALSE,104,4.64439089914137,4,"dl","d","l","TRUE",7,3,-4,"1","0","1",1,"fog","kødlik",0.823088115146955,0.950238769412107,2.46153846153846,2.82965212734455,3.36714634016513,0,0,"FALSE",0.823088115146955,0.0899438149352443,16,1,0.117647058823529,-2.14006616349627
"ködlik","köd","Q","[tAk]","köd [tAk]","ködöltek","ködöl","tAk",0,"ködlöttek","ködl","OttAk",4,FALSE,25,129,0.2,-1.6094379124341,4,1.6094379124341,3.2188758248682,4.85981240436167,FALSE,FALSE,104,4.64439089914137,4,"dl","d","l","TRUE",7,3,-4,"1","0","1",1,"fog","kødlik",0.823088115146955,0.950238769412107,2.46153846153846,2.82965212734455,3.36714634016513,0,4,"FALSE",0.823088115146955,0.0672629547213585,16,1,0.117647058823529,-2.14006616349627
"lélegzik","léleg","Q","[nA]","léleg [nA]","lélegezne","lélegez","nA",19,"lélegzene","lélegz","AnA",2,FALSE,862,5029,6.66666666666667,1.89711998488588,21,3.09104245335832,6.75925527066369,8.52297643617196,FALSE,FALSE,4167,8.33495163142245,9,"gz","g","z","FALSE",7,5,-2,"2","0","0",0,"breathe","leːlɛgzik",0.99328042189732,0.928777755142748,0.461538461538461,-0.710727318450944,-0.296017691645163,19,2,"TRUE",0.99328042189732,0.886122621280992,176,1084,6.12994350282486,1.81318553340073
"lélegzik","léleg","Q","[nAk]","léleg [nAk]","lélegeznek","lélegez","nAk",260,"lélegzenek","lélegz","AnAk",26,FALSE,862,5029,9.66666666666667,2.26868354131836,286,5.65948221575962,6.75925527066369,8.52297643617196,FALSE,FALSE,4167,8.33495163142245,9,"gz","g","z","FALSE",7,5,-2,"2","0","0",0,"breathe","leːlɛgzik",0.99328042189732,0.928777755142748,0.461538461538461,-0.710727318450944,-0.296017691645163,260,26,"TRUE",0.99328042189732,0.700903605720436,176,1084,6.12994350282486,1.81318553340073
"lélegzik","léleg","Q","[tAk]","léleg [tAk]","lélegeztek","lélegez","tAk",64,"lélegzettek","lélegz","OttAk",4,FALSE,862,5029,13,2.56494935746154,68,4.23410650459726,6.75925527066369,8.52297643617196,FALSE,FALSE,4167,8.33495163142245,9,"gz","g","z","FALSE",7,5,-2,"2","0","0",0,"breathe","leːlɛgzik",0.99328042189732,0.928777755142748,0.461538461538461,-0.710727318450944,-0.296017691645163,64,4,"TRUE",0.99328042189732,0.85024711773808,176,1084,6.12994350282486,1.81318553340073
"lélegzik","léleg","Q","[tOk]","léleg [tOk]","lélegeztek","lélegez","tOk",64,"lélegzetek","lélegz","OtOk",0,FALSE,862,5029,65,4.17438726989564,64,4.17438726989564,6.75925527066369,8.52297643617196,FALSE,FALSE,4167,8.33495163142245,9,"gz","g","z","FALSE",7,5,-2,"2","0","0",0,"breathe","leːlɛgzik",0.99328042189732,0.928777755142748,0.461538461538461,-0.710727318450944,-0.296017691645163,64,0,"TRUE",0.99328042189732,0.989343740498335,176,1084,6.12994350282486,1.81318553340073
"lélegzik","léleg","Q","[ni]","léleg [ni]","lélegezni","lélegez","ni",677,"lélegzeni","lélegz","Ani",144,FALSE,862,5029,4.67586206896552,1.54241354551982,821,6.71174039505618,6.75925527066369,8.52297643617196,FALSE,FALSE,4167,8.33495163142245,9,"gz","g","z","FALSE",7,5,-2,"2","0","0",0,"breathe","leːlɛgzik",0.99328042189732,0.928777755142748,0.461538461538461,-0.710727318450944,-0.296017691645163,677,144,"TRUE",0.99328042189732,0.906149260626211,176,1084,6.12994350282486,1.81318553340073
"lúdbőrzik","lúdbőr","Q","[tAk]","lúdbőr [tAk]","lúdbőröztek","lúdbőröz","tAk",0,"lúdbőrzöttek","lúdbőrz","OttAk",0,FALSE,11,86,1,0,0,0,2.39789527279837,4.45434729625351,FALSE,FALSE,75,4.31748811353631,4,"rz","r","z","TRUE",2,5,3,"2","1","1",1,"get goosebumps","lu:dbøːrzik",0.983280419729125,0.861351246920018,-4.53846153846154,3.65063267941438,3.77261144827329,0,0,"FALSE",0.983280419729125,0.824260938798354,2,7,2.66666666666667,0.980829253011726
